;;;Deister Electronic GmbH;Deister Electronic GmbH
;;;DekaBank;DekaBank
;;;;DekaBank Frankfurt, Stifterverband
;;;Dekra Automobile GmbH;Dekra Automobile GmbH
;;;"Deloitte &amp; Touche GmbH";"Deloitte &amp; Touche GmbH"
;;;;Deloitte Consulting GmbH
;;;;Deloitte-Stiftung im Stifterverband
;;;Dentsply IH GMBH;Dentsply IH GMBH
;;;Der Fuchs GmbH;Der Fuchs GmbH
;;;Der kleine Kreis/Nord-West-Metall/OLB-Stiftung/Vierol AG;Der kleine Kreis/Nord-West-Metall/OLB-Stiftung/Vierol AG
;;;Der Tagesspiegel;Der Tagesspiegel
;;;Dermoscan GmbH;Dermoscan GmbH
;;;Detjen-Stiftung;Detjen-Stiftung
;;;Detlef Hegemann Stiftung, Bremen;Detlef Hegemann Stiftung, Bremen
;;;Detlef Hübner Stiftung, Hofheim, Wallau;Detlef Hübner Stiftung, Hofheim, Wallau
;;;Deutsch-Baltische Gemeinschaft Braunschweig;Deutsch-Baltische Gemeinschaft Braunschweig
;;;Deutsche Akademie der Wissenschaften und Literatur;Deutsche Akademie der Wissenschaften und Literatur
;;;Deutsche Altamerika-Stiftung;Deutsche Altamerika-Stiftung
;;;Deutsche Bank;Deutsche Bank
;;;;Deutsche Bank AG
;;;;Deutsche Bank AG - Global Sourcing
;;;;Deutsche Bank, Frank- furt/Main
;;;;Stiftungsfonds Deutsche Bank
;;;Deutsche Bundesbank;Deutsche Bundesbank
;;;Deutsche Energiewirtschaft;Deutsche Energiewirtschaft
;;;Deutsche Forschungsgemeinschaft;Deutsche Forschungsgemeinschaft
;;;;Deutsche Forschungsgemeinschaft (DFG)
;;;;Deutsche Forschungsgemeinschaft (DFG) / Heisenberg
;;;;Deutsche Forschungsgemeinschaft Bonn (DFG)
;;;;DFG
;;;;DFG - Heisenberg
;;;;"DFG &quot;Heisenbergprofessur"
;;;;"DFG &quot;Heisenbergprofessur&quot;"
;;;;DFG (Deutsche Forschungsgemeinschaft)
;;;;DFG (Exzellenzinitiative)
;;;;DFG (Heisenberg-Professur)
;;;;DFG-ECCPS
;;;;DFG-Forschungsprofessur
;;;;DFG-Heisenberg-Professur
;;;;DFG, Bonn
;;;;DFG, FZ Mathematik
;;;;DFG, Heisenberg-Programm
;;;Deutsche Gesellschaft für Klinische Chemie und Laboratoriumsmedizin;Deutsche Gesellschaft für Klinische Chemie und Laboratoriumsmedizin
;;;Deutsche Gesellschaft für medizinische Soziologie;Deutsche Gesellschaft für medizinische Soziologie
;;;Deutsche José Carreras Leukämie-Stiftung e.V.;Deutsche José Carreras Leukämie-Stiftung e.V.
;;;;Deutsche José-Carreras-Leukämiestiftung und European Leukemia Net
;;;Deutsche Klimastiftung;Deutsche Klimastiftung
;;;Deutsche Krebshilfe;Deutsche Krebshilfe
;;;;"Deutsche Krebshilfe &quot;Palliativmedizin&quot;"
;;;;Deutsche Krebshilfe e.V.
;;;Deutsche Kreditbank AG;Deutsche Kreditbank AG
;;;Deutsche Messe AG;Deutsche Messe AG
;;;Deutsche Post AG;Deutsche Post AG
;;;Deutsche Rentenversicherung Bund;Deutsche Rentenversicherung Bund
;;;Deutsche Solar GmbH;Deutsche Solar GmbH
;;;Deutsche Stiftung Friedensforschung/Berghof-Stiftung für Konfliktforschung;Deutsche Stiftung Friedensforschung/Berghof-Stiftung für Konfliktforschung
;;;Deutsche Telekom;Deutsche Telekom
;;;;Deutsche Telekom AG
;;;;Deutsche Telekom Stiftung
;;;Deutsche Vereinigung für gewerbl. Rechtsschutz und Urheberrecht e.V.;Deutsche Vereinigung für gewerbl. Rechtsschutz und Urheberrecht e.V.
;;;Deutsche Vereinigung Rechtsschutz/Urheberrecht;Deutsche Vereinigung Rechtsschutz/Urheberrecht
;;;Deutsche Vereinte Gesellschaft für Klinische Chemie und Labormedizin;Deutsche Vereinte Gesellschaft für Klinische Chemie und Labormedizin
;;;Deutschen Forschungszentrum für Künstliche Intelligenz (DFKI);Deutschen Forschungszentrum für Künstliche Intelligenz (DFKI)
;;;Deutschen Messe AG;Deutschen Messe AG
;;;Deutscher Ärzte-Verlag GmbH;Deutscher Ärzte-Verlag GmbH
;;;Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, DFK I, Bremen;Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, DFK I, Bremen
;;;;Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, DFKI, Bremen
;;;"Deutsches Frühstückei GmbH &amp; Co. KG, Neunkirchen-Vörden";"Deutsches Frühstückei GmbH &amp; Co. KG, Neunkirchen-Vörden"
;;;Deutsches Grünes Kreuz;Deutsches Grünes Kreuz
;;;Deutsches Zentrum für Luft- und Raumfahrt;Deutsches Zentrum für Luft- und Raumfahrt
;;;;Deutsches Zentrum für Luft- und Raumfahrt e.V.
;;;;Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR)
;;;;DLR
;;;Deutsches Zentrum für Neurodegenerative Erkrankung e.V. (DZNE);Deutsches Zentrum für Neurodegenerative Erkrankung e.V. (DZNE)
;;;Deutschsprachige Mykologische Gesellschaft e.V.;Deutschsprachige Mykologische Gesellschaft e.V.
;;;Diamed GmbH;Diamed GmbH
;;;Die Sparkasse Bremen AG, Bremen;Die Sparkasse Bremen AG, Bremen
;;;Dieckel-Stiftung Bremerhaven;Dieckel-Stiftung Bremerhaven
;;;"Diersch &amp; Schröder GmbH &amp; Co.KG";"Diersch &amp; Schröder GmbH &amp; Co.KG"
;;;Dieter Conle;Dieter Conle
;;;Dieter-Schwarz-Stiftung;Dieter-Schwarz-Stiftung
;;;;Dieter Schwarz Stiftung GmbH
;;;;Dieter-Schwarz Stiftung Neckarsulm
;;;;Dieter-Schwarz-Stiftung gGmbH
;;;;Dieter-Schwarz-Stiftung Neckarsulm
;;;Dietmar Hopp Stiftung GmbH;Dietmar Hopp Stiftung GmbH
;;;;Dietmar-Hopp-Stiftung, St. Leon-Rot
;;;DigAnaRS Inc;DigAnaRS Inc
;;;Director Ole Fogh Olsen;Director Ole Fogh Olsen
;;;Dirk Harste;Dirk Harste
;;;Dirk Rossmann GmbH;Dirk Rossmann GmbH
;;;Diverse;Diverse
;;;DLG e.V. (Deutsche Landwirtschafts-Gesellschaft);DLG e.V. (Deutsche Landwirtschafts-Gesellschaft)
;;;DLR;DLR
;;;DOAG Dienst- Leistungen GmbH;DOAG Dienst- Leistungen GmbH
;;;Dobeneck-Technologie-Stiftung;Dobeneck-Technologie-Stiftung
;;;Doderer-Winkler, Alfred Dr.-Ing.;Doderer-Winkler, Alfred Dr.-Ing.
;;;Dom Buchhandlung;Dom Buchhandlung
;;;Doris Hartmann-Eggeling u. Klaus-Dieter Eggeling;Doris Hartmann-Eggeling u. Klaus-Dieter Eggeling
;;;"Döttling &amp; Partner Beratungsgesellschaft mbH";"Döttling &amp; Partner Beratungsgesellschaft mbH"
;;;Dow AgroSciences GmbH;Dow AgroSciences GmbH
;;;Dr. Adolf Doderer, Melsbach;Dr. Adolf Doderer, Melsbach
;;;;Dr. Alfred W. Doderer-Winkler, Melsbach
;;;Dr. August und Erika Appenrodt-Stiftung;Dr. August und Erika Appenrodt-Stiftung
;;;Dr. B. Krone Stiftung GmbH;Dr. B. Krone Stiftung GmbH
;;;Dr. Barbara-Mez-Starck-Stiftung;Dr. Barbara-Mez-Starck-Stiftung
;;;Dr. Carl Behrmann Gedächtnisstiftung Elsfleth;Dr. Carl Behrmann Gedächtnisstiftung Elsfleth
;;;Dr. Gerd Röhnelt;Dr. Gerd Röhnelt
;;;Dr. Gerhard Heine;Dr. Gerhard Heine
;;;Dr. Grandel-Gruppe;Dr. Grandel-Gruppe
;;;Dr. h.c. Peter Waskönig-Stiftung;Dr. h.c. Peter Waskönig-Stiftung
;;;Dr. Hans-Peter Hamm;Dr. Hans-Peter Hamm
;;;Dr. Hans-Wolf Sievert;Dr. Hans-Wolf Sievert
;;;Dr. Helmut Rothenberger Holding GmbH;Dr. Helmut Rothenberger Holding GmbH
;;;Dr. Ing. h.c.F. Porsche AG;Dr. Ing. h.c.F. Porsche AG
;;;Dr. Inge Michler;Dr. Inge Michler
;;;Dr. Johannes Heidenhain GmbH;Dr. Johannes Heidenhain GmbH
;;;Dr. Johannes Werhahn;Dr. Johannes Werhahn
;;;Dr. Jürgen Basedow;Dr. Jürgen Basedow
;;;Dr. Loges + Co GmbH;Dr. Loges + Co GmbH
;;;Dr. Meyer-Struckmann-Stiftung;Dr. Meyer-Struckmann-Stiftung
;;;Dr. Peter Osypka-Stiftung;Dr. Peter Osypka-Stiftung
;;;Dr. Reinfried-Pohl-Stiftung;Dr. Reinfried-Pohl-Stiftung
;;;"Dr. Rentschler Holding GmbH &amp; Co.KG";"Dr. Rentschler Holding GmbH &amp; Co.KG"
;;;Dr. Rochus Mummert;Dr. Rochus Mummert
;;;Dr. Schmidt Intracularlinsen GmbH;Dr. Schmidt Intracularlinsen GmbH
;;;Dr. Werner Jäckstädt-Stiftung;Dr. Werner Jäckstädt-Stiftung
;;;Dr. Wolfgang Körber;Dr. Wolfgang Körber
;;;Dr.-Ing. Jochen Bredemeyer;Dr.-Ing. Jochen Bredemeyer
;;;Dräger Medical Deutschland GmbH;Dräger Medical Deutschland GmbH
;;;Dräxlmaier Group;Dräxlmaier Group
;;;Dres. Edith und Klaus Dyckerhoff-Stiftung im Stifterverband für die Deutsche Wissenschaft e.V.;Dres. Edith und Klaus Dyckerhoff-Stiftung im Stifterverband für die Deutsche Wissenschaft e.V.
;;;Dresdner Bank Stiftungsfonds „Horizonte“ beim Stifterverband;Dresdner Bank Stiftungsfonds „Horizonte“ beim Stifterverband
;;;DRF-Stiftung Luftrettung;DRF-Stiftung Luftrettung
;;;DRK Blutspendedienst Baden-Württemberg;DRK Blutspendedienst Baden-Württemberg
;;;;DRK-Blutspendedienst Baden-Württemberg
;;;DRK Blutspendedienst Ost GmbH;DRK Blutspendedienst Ost GmbH
;;;DRK Nordsee-Kurzentrum;DRK Nordsee-Kurzentrum
;;;dSPACE GmbH;dSPACE GmbH
;;;DSZ - Deutsches Stiftungszentrum GmbH;DSZ - Deutsches Stiftungszentrum GmbH
;;;Dt. Stiftung Trad. Chines.;Dt. Stiftung Trad. Chines.
;;;Du Pont de Nemours;Du Pont de Nemours
;;;"DURABLE Hunke &amp; Jochheim GmbH &amp; Co. KG";"DURABLE Hunke &amp; Jochheim GmbH &amp; Co. KG"
;;;Dürr Aktiengesellschaft;Dürr Aktiengesellschaft
;;;"DUSSMANN AG &amp; Co. KgaA";"DUSSMANN AG &amp; Co. KgaA"
;;;DV Bern Holding AG;DV Bern Holding AG
;;;DVAG Deutsche Vermögensberatung;DVAG Deutsche Vermögensberatung
;;;DVS;DVS
;;;DVS Digital Video Systems GmbH;DVS Digital Video Systems GmbH
;;;Dyomics GmbH;Dyomics GmbH
;;;DZ Bank AG;DZ Bank AG
;;;DZ Bank Stiftung;DZ Bank Stiftung
;;;E-Finance Lab e.V;E-Finance Lab e.V
;;;E. Gerstner Stiftung;E. Gerstner Stiftung
;;;E.G.O. Elektro-Gerätebau GmbH;E.G.O. Elektro-Gerätebau GmbH
;;;E.ON AG;E.ON AG
;;;;E.ON Avacon
;;;;E.ON Kraftwerke GmbH
;;;;E.ON Ruhrgas AG
;;;E+S Rückversicherung AG;E+S Rückversicherung AG
;;;EADS Deutschland GmbH;EADS Deutschland GmbH
;;;Eaton Electric GmbH;Eaton Electric GmbH
;;;Ebelin und Gerd Bucerius;Ebelin und Gerd Bucerius
;;;Ebert-Ing.;Ebert-Ing.
;;;"ebm-papst Mulfingen GmbH &amp; Co. KG";"ebm-papst Mulfingen GmbH &amp; Co. KG"
;;;;"Fa. ebm-papst Mulfingen GmbH &amp; Co. KG, Mulfingen"
;;;Ebner, Stolz, Mönnig Bachem.;Ebner, Stolz, Mönnig Bachem.
;;;"ecco ecology &amp; communication";"ecco ecology &amp; communication"
;;;eck*cellent GmbH;eck*cellent GmbH
;;;ECOVIS Grieger Mallison Management AG;ECOVIS Grieger Mallison Management AG
;;;Ed. Züblin AG Stuttgart;Ed. Züblin AG Stuttgart
;;;"EDAG GmbH &amp; Co KGaA";"EDAG GmbH &amp; Co KGaA"
;;;Edwards Life Sciences;Edwards Life Sciences
;;;EFE Elektronik-Forschungs- und Entwicklungs gesellschaft mbH;EFE Elektronik-Forschungs- und Entwicklungs gesellschaft mbH
;;;Egypt Exploration Society;Egypt Exploration Society
;;;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor
;;;;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.
;;;Einzelstifter aus der Werkzeugmaschinenindustrie;Einzelstifter aus der Werkzeugmaschinenindustrie
;;;Eisai GmbH;Eisai GmbH
;;;Eisenhart Laeppché GmbH Wilhelmshaven;Eisenhart Laeppché GmbH Wilhelmshaven
;;;Electrolux Rothenburg GmbH;Electrolux Rothenburg GmbH
;;;Elektro Jahn;Elektro Jahn
;;;Elektro-Schillinger GmbH;Elektro-Schillinger GmbH
;;;Elke Dörner Hamburg;Elke Dörner Hamburg
;;;ELPRO Elektronik-Produkt-Recycling GmbH;ELPRO Elektronik-Produkt-Recycling GmbH
;;;Elring Klinger AG;Elring Klinger AG
;;;Else Kröner Fresenius Stiftung, Deutsche Diabetes Stiftung;Else Kröner Fresenius Stiftung, Deutsche Diabe- tes Stiftung
;;;Else Kröner-Fresenius-Stiftung;Else Kröner-Fresenius-Stiftung
;;;Elterninitiative leukämie und tumorkranker Kinder Würzburg e.V.;Elterninitiative leukämie und tumorkranker Kinder Würzburg e.V.
;;;EMAG Holding GmbH;EMAG Holding GmbH
;;;Emerson Deutschland;Emerson Deutschland
;;;EMH Ecclesia;EMH Ecclesia
;;;EMIS Electrics GmbH;EMIS Electrics GmbH
;;;;EMIS Electrics GmbH, Lübbenau
;;;EML Research gGmbH (Tochtergesellschaft der Klaus Tschira Stiftung);EML Research gGmbH (Tochtergesellschaft der Klaus Tschira Stiftung)
;;;EnBW AG;EnBW AG
;;;;EnBW Energie Baden-Württemberg AG
;;;;EnBW Energie-Baden-Württemberg AG
;;;;EnBW Kraftwerk GmbH
;;;;EnBW und Voith Siemens
;;;enders Ingenieure GmbH;enders Ingenieure GmbH
;;;Endo-Klinik;Endo-Klinik
;;;Endostiftung Hamburg, Universitätsklinikum Hamburg-Eppendorf;Endostiftung Hamburg, Universitätsklinikum Hamburg-Eppendorf
;;;ENERCON GmbH;ENERCON GmbH
;;;Energie Südwest AG, der Leadership- Kultur-Stiftung Landau, der Bürgerstiftung der Sparkasse Südliche Weinstraße und dem Stifterverband;Energie Südwest AG, der Leadership- Kultur-Stiftung Landau, der Bürgerstiftung der Sparkasse Südliche Weinstraße und dem Stifterverband
;;;Energie und Umwelt Stiftung Leipzig;Energie und Umwelt Stiftung Leipzig
;;;Energydesign;Energydesign
;;;Engelhard Arzneimittel;Engelhard Arzneimittel
;;;EOS Entertainment;EOS Entertainment
;;;EPC Technology GmbH;EPC Technology GmbH
;;;Erdbeerhof Gebesee GmbH;Erdbeerhof Gebesee GmbH
;;;ERFURT Bildungszentrum GmbH;ERFURT Bildungszentrum GmbH
;;;ERGO Versicherungsgruppe AG;ERGO Versicherungsgruppe AG
;;;Erich Mundstock Stiftung;Erich Mundstock Stiftung
;;;Erich Rothenfußer Stiftung;Erich Rothenfußer Stiftung
;;;Erich und Emmy Hoselmann-Stiftung;Erich und Emmy Hoselmann-Stiftung
;;;Erich-Zillmer-Stiftung;Erich-Zillmer-Stiftung
;;;Eriksen-Grensing-Stiftung;Eriksen-Grensing-Stiftung
;;;"Ernst &amp; Young";"Ernst &amp; Young"
;;;"Ernst &amp; Young GmbH";"Ernst &amp; Young GmbH"
;;;;"Ernst &amp; Young AG, Stuttgart"
;;;;"Ernst &amp; Young Stiftung"
;;;;"Ernst &amp;Young Real Estate"
;;;;"Fa. Ernst &amp; Young AG"
;;;"Ernst &amp; Young Wirtschaftsprüfungsgesellschaft GmbH, Deloitte &amp; Touche GmbH Wirtschaftsprüfungsgesellschaft, KPMG AG Wirtschaftsprüfungsgesellschaft, PWC AG Wirtschaftsprüfungsgesellschaft";"Ernst &amp; Young Wirtschaftsprüfungsgesellschaft GmbH, Deloitte &amp; Touche GmbH Wirtschaftsprüfungsgesellschaft, KPMG AG Wirtschaftsprüfungsgesellschaft, PWC AG Wirtschaftsprüfungsgesellschaft"
;;;Ernst-Abbe-Stiftung;Ernst-Abbe-Stiftung
;;;ErsaTec GmbH;ErsaTec GmbH
;;;"Erste Group Bank; UNIQA Versicherungen AG";"Erste Group Bank; UNIQA Versicherungen AG"
;;;Erzeugergroßmarkt Langförden-Oldenburg e.G., Vechta-Langförden;Erzeugergroßmarkt Langförden-Oldenburg e.G., Vechta-Langförden
;;;ESA-European Space Agency;ESA-European Space Agency
;;;Esaote Biomedica Deutschland;Esaote Biomedica Deutschland
;;;ESE Engineering und Software GmbH;ESE Engineering und Software GmbH
;;;ESN Deutsche Tischtennistechnologie GmbH;ESN Deutsche Tischtennistechnologie GmbH
;;;ESRI Deutschland GmbH;ESRI Deutschland GmbH
;;;Essilor GmbH;Essilor GmbH
;;;ETA - Elektrotechnische Apparate GmbH;ETA - Elektrotechnische Apparate GmbH
;;;ETAPS e. V.;ETAPS e. V.
;;;Eugen und Irmgard Hahn Stiftung;Eugen und Irmgard Hahn Stiftung
;;;EURAWASSER Nord GmbH;EURAWASSER Nord GmbH
;;;Eurex Frankfurt AG;Eurex Frankfurt AG
;;;Euro Engineering;Euro Engineering
;;;Eurocopter Deutschland GmbH;Eurocopter Deutschland GmbH
;;;Eurocylinder systems AG;Eurocylinder systems AG
;;;European Federation of Immunological Societies;European Federation of Immunological Societies
;;;European Mechanics Society EUROMECH;European Mechanics Society EUROMECH
;;;European Nephrology and Dialysis Institue, Oberursel;European Nephrology and Dialysis Institue, Oberursel
;;;Eurotax Glass´s Holding bzw. Santander Bank (von 2007 bis 2013);Eurotax Glass´s Holding bzw. Santander Bank (von 2007 bis 2013)
;;;Ev.-luth. Kirchengemeinde Superintendentur, Hildesheim;Ev.-luth. Kirchengemeinde Superintendentur, Hildesheim
;;;EV3 germany;EV3 germany
;;;Evangelische Kirche Deutschland (EKD);Evangelische Kirche Deutschland (EKD)
;;;"EVI Energieversorgung Hildesheim GmbH &amp; Col. KG";"EVI Energieversorgung Hildesheim GmbH &amp; Col. KG"
;;;Evonik Degussa GmbH;Evonik Degussa GmbH
;;;EW Group GmbH, Visbek;EW Group GmbH, Visbek
;;;EWE;EWE
;;;;EWE AG
;;;;EWE Energie AG
;;;;EWE Stiftung
;;;;EWE Stiftung, Oldenburg
;;;;EWE VERTRIEB GmbH
;;;Exxonmobil;Exxonmobil
;;;;ExxonMobil Produktion Deutschland GmbH
;;;;Exxonmobile GmbH
;;;Fa. Berner GmbH Künzelsau;Fa. Berner GmbH Künzelsau
;;;Fa. exxcellent solutions;Fa. exxcellent solutions
;;;Fa. Haraeus-Kulzer-GmbH;Fa. Haraeus-Kulzer-GmbH
;;;Fa. Licher, Medizintechnologie;Fa. Licher, Medizintechnologie
;;;"Fa. MAGNET-SCHULTZ GmbH &amp; Co. Fabrikations- und Vertriebs-KG";"Fa. MAGNET-SCHULTZ GmbH &amp; Co. Fabrikations- und Vertriebs-KG"
;;;"Fa. Multivac Sepp Haggenmüller GmbH &amp; Co. KG[";"Fa. Multivac Sepp Haggenmüller GmbH &amp; Co. KG["
;;;Fa. Sommer Corporate Media - Elanders GmbH, Waiblingen;Fa. Sommer Corporate Media - Elanders GmbH, Waiblingen
;;;Fa. Waskönig + Walter Kabelwerke;Fa. Waskönig + Walter Kabelwerke
;;;Fa.Uwe Quenzel;Fa.Uwe Quenzel
;;;"Fagus-GreCon Greten GmbH &amp; Co. KG";"Fagus-GreCon Greten GmbH &amp; Co. KG"
;;;FAM Magdeburger Förderanlagen und Baumaschinen GmbH;FAM Magdeburger Förderanlagen und Baumaschinen GmbH
;;;Fam. Willing;Fam. Willing
;;;FAU-intern finanziert über Mittel der Alexander-von-Humboldt-Professur von Prof. Robert Schober;FAU-intern finanziert über Mittel der Alexander-von-Humboldt-Professur von Prof. Robert Schober
;;;"FAUN Umwelttechnik GmbH &amp; Co.KG";"FAUN Umwelttechnik GmbH &amp; Co.KG"
;;;FAZIT-Stiftung;FAZIT-Stiftung
;;;Feinchemie Schwebda;Feinchemie Schwebda
;;;"Felix Schöller Holding GmbH &amp; Co KG";"Felix Schöller Holding GmbH &amp; Co KG"
;;;Ferchau Engineering;Ferchau Engineering
;;;Ferchau Engineering GmbH;Ferchau Engineering GmbH
;;;Festo AG;Festo AG
;;;"Ficht Fahrzeug + Marientechnik GmbH &amp; Co. KG";"Ficht Fahrzeug + Marientechnik GmbH &amp; Co. KG"
;;;"Fiege Logistik Stiftung &amp; Co. KG";"Fiege Logistik Stiftung &amp; Co. KG"
;;;Filiadata GmbH;Filiadata GmbH
;;;Filmpark Babelsberg GmbH, Potsdam;Filmpark Babelsberg GmbH, Potsdam
;;;Firma Betz;Firma Betz
;;;"Firma ebm-Werke GmbH &amp; Co in Mulfingen";"Firma ebm-Werke GmbH &amp; Co in Mulfingen"
;;;Firma ETO MAGNETIC KG;Firma ETO MAGNETIC KG
;;;Firma Rentschler und KSK Biberach (jeweils 0,5);Firma Rentschler und KSK Biberach (jeweils 0,5)
;;;Firma Vetter-Pharma-Fertigung GmbH und Co. KG;Firma Vetter-Pharma-Fertigung GmbH und Co. KG
;;;Firma Voith Turbo GmbH;Firma Voith Turbo GmbH
;;;Firmengruppe VETTER;Firmengruppe VETTER
;;;Firmenkonsortium (~20 Firmen) aus dem Landkreis Donau-Ries;Firmenkonsortium (~20 Firmen) aus dem Landkreis Donau-Ries
;;;Flebbe, Werner;Flebbe, Werner
;;;Florian Felix Weyh Berlin;Florian Felix Weyh Berlin
;;;FLUID TEAM GmbH;FLUID TEAM GmbH
;;;Fonds der Chemischen Industrie;Fonds der Chemischen Industrie
;;;Fördergemeinschaft für das Süddeutsche Kunststoffzentrum e.V.;Fördergemeinschaft für das Süddeutsche Kunststoffzentrum e.V.
;;;Fördergesellschaft Finanzmarktforschung e.V.;Fördergesellschaft Finanzmarktforschung e.V.
;;;Fördergesellschaft Westmünsterland der Fachhochschule in Bocholt/Ahaus;Fördergesellschaft Westmünsterland der Fachhochschule in Bocholt/Ahaus
;;;Förderkreis;Förderkreis
;;;Förderkreis d. FH Jena e.V.;Förderkreis d. FH Jena e.V.
;;;Förderkreis der HS Ostfriesland e.V.;Förderkreis der HS Ostfriesland e.V.
;;;Förderkreis EUV;Förderkreis EUV
;;;Förderkreis Studium und Wirtschaft Jena e.V.;Förderkreis Studium und Wirtschaft Jena e.V.
;;;Förderung im Rahmen des gleichnamigen For-schungsprojekts durch SMWK;Förderung im Rahmen des gleichnamigen For-schungsprojekts durch SMWK
;;;Förderverein d.Zentrums f.Zahn-Mund und Kieferheil;Förderverein d.Zentrums f.Zahn-Mund und Kieferheil
;;;Förderverein der BTU;Förderverein der BTU
;;;;Förderverein der BTU Cottbus
;;;;Förderverein der BTU Cottbus e.V.
;;;Förderverein der Rotary Freunde e.V. Osnabrück- Mitte;Förderverein der Rotary Freunde e.V. Osnabrück- Mitte
;;;Förderverein der Rotary Freunde e.V. Osnabrück- Süd;Förderverein der Rotary Freunde e.V. Osnabrück- Süd
;;;Förderverein der Universitätskinderambulanz;Förderverein der Universitätskinderambulanz
;;;Förderverein des Lions Club Bremen e.V.;Förderverein des Lions Club Bremen e.V.
;;;Förderverein Fachhochschule Göttingen e.V.;Förderverein Fachhochschule Göttingen e.V.
;;;Förderverein Fachhochschule Lausitz e.V.;Förderverein Fachhochschule Lausitz e.V.
;;;Förderverein FH Lausitz e.V.;Förderverein FH Lausitz e.V.
;;;Förderverein für Mobile Arbeitsmaschinen e.V.;Förderverein für Mobile Arbeitsmaschinen e.V.
;;;Förderverin krebskranker Kinder e.V. Freiburg;Förderverin krebskranker Kinder e.V. Freiburg
;;;Forschungszentrum Jülich GmbH;Forschungszentrum Jülich GmbH
;;;ForstBW;ForstBW
;;;Fortbildung in der GHE;Fortbildung in der GHE
;;;FORTIS IT-Services GmbH;FORTIS IT-Services GmbH
;;;Foto Genz;Foto Genz
;;;Fotofinder Systems GmbH;Fotofinder Systems GmbH
;;;Frankfurt School of Finance;Frankfurt School of Finance
;;;Frankfurter Stiftung für krebskranke Kinder;Frankfurter Stiftung für krebskranke Kinder
;;;Franz Liszt Gesellschaft Weimar;Franz Liszt Gesellschaft Weimar
;;;Frauenhofergesellschaft;Frauenhofergesellschaft
;;;Fraunhofer-Gesellschaft;Fraunhofer-Gesellschaft
;;;;Fraunhofer Gesellschaft
;;;;Fraunhofer Gesellschaft - International Audio Laboratories Erlangen - AudioLabs
;;;;Fraunhofer Gesellschaft, Frauenhofer IIS
;;;;Fraunhofer Institut für Techno- und Wirtschaftsmathematik
;;;;Fraunhofer-CSP
;;;;Fraunhofer-Gesellschaft zur Förderung der ange- wandten Forschung e. V. München
;;;;Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.
;;;Fraunhofer-Institut für Werkstoff- und Strahl- technik;Fraunhofer-Institut für Werkstoff- und Strahl- technik
;;;Fresenius Biotech GmbH;Fresenius Biotech GmbH
;;;Fresenius Kabi Deutschland GmbH;Fresenius Kabi Deutschland GmbH
;;;Fresh-Pac Verpackungs mbH, Vechta-Calveslage;Fresh-Pac Verpackungs mbH, Vechta-Calveslage
;;;"Freudenberg &amp; Co. KG";"Freudenberg &amp; Co. KG"
;;;Freunde der Universität Mainz e.V.;Freunde der Universität Mainz e.V.
;;;Freunde des Braunschweiger Botanischen Gartens;Freunde des Braunschweiger Botanischen Gartens
;;;Freundeskreis;Freundeskreis
;;;Freundeskreis der Leukämie;Freundeskreis der Leukämie
;;;Fridericus Servicegesellschaft der Preußischen Schlösser und Gärten;Fridericus Servicegesellschaft der Preußischen Schlösser und Gärten
;;;Friede Springer-Stiftung;Friede Springer-Stiftung
;;;;Friede Springer Verwaltung
;;;Friedhelm Loh;Friedhelm Loh
;;;Friedhelm Nyhuis;Friedhelm Nyhuis
;;;Friedrich Dertering GmbH;Friedrich Dertering GmbH
;;;Friedrich Schiedel-Stiftung;Friedrich Schiedel-Stiftung
;;;Fries GmbH und Co. KG;Fries GmbH und Co. KG
;;;Frischli Milchwerke GmbH;Frischli Milchwerke GmbH
;;;Fritz Müller-Stiftung Ingelfingen und Stiftung Jugend, Natur und Heimat der Sparkasse Hohenlohekreis, Künzelsau;Fritz Müller-Stiftung Ingelfingen und Stiftung Jugend, Natur und Heimat der Sparkasse Hohenlohekreis, Künzelsau
;;;Fritz Thyssen Stiftung;Fritz Thyssen Stiftung
;;;Fritz u. Dorothea Oppermann geb. Kerle Stiftung;Fritz u. Dorothea Oppermann geb. Kerle Stiftung
;;;Fritz-Henkel-Stiftung;Fritz-Henkel-Stiftung
;;;Fritz-Kling-Stiftung, Bremerhaven;Fritz-Kling-Stiftung, Bremerhaven
;;;Fruend, Thea und Eckart;Fruend, Thea und Eckart
;;;Fulst GmbH, Braunschwg.;Fulst GmbH, Braunschwg.
;;;Funkwerk Dabendorf;Funkwerk Dabendorf
;;;G. Henle Verlag;G. Henle Verlag
;;;G. Mebus-Pleugner;G. Mebus-Pleugner
;;;Gabriella Mebus-Pleuger;Gabriella Mebus-Pleuger
;;;Galderma Laboratorium GmbH;Galderma Laboratorium GmbH
;;;Galen Ltd.;Galen Ltd.
;;;Ganser, Prof.Dr. Arnold;Ganser, Prof.Dr. Arnold
;;;Gasteig München GmbH;Gasteig München GmbH
